n,input,encoder_staircase,dm_bit,decoder_staircase,decoder_filtered,error
2019,1990,1920,1,1664,-1268,70
2020,2185,2048,1,1792,-1173,137
2021,2185,2176,1,1920,-1077,9
2022,2378,2304,1,2048,-980,74
2023,2378,2432,1,2176,-882,-54
2024,2569,2304,0,2304,-783,265
2025,2569,2432,1,2176,-691,137
2026,2759,2560,1,2304,-598,199
2027,2759,2688,1,2432,-504,71
2028,2948,2816,1,2560,-409,132
2029,2948,2944,1,2688,-313,4
2030,3135,3072,1,2816,-216,63
2031,3135,3200,1,2944,-118,-65
2032,3319,3072,0,3072,-19,247
2033,3319,3200,1,2944,73,119
2034,3502,3328,1,3072,166,174
2035,3502,3456,1,3200,260,46
2036,3683,3584,1,3328,355,99
2037,3683,3712,1,3456,451,-29
2038,3861,3584,0,3584,548,277
2039,3861,3712,1,3456,638,149
2040,4037,3840,1,3584,730,197
2041,4211,3968,1,3712,823,243
2042,4211,4096,1,3840,917,115
2043,4382,4224,1,3968,1012,158
2044,4382,4352,1,4096,1108,30
2045,4551,4480,1,4224,1205,71
2046,4551,4608,1,4352,1303,-57
2047,4716,4480,0,4480,1402,236
2048,4716,4608,1,4352,1494,108
2049,4879,4736,1,4480,1587,143
2050,4879,4864,1,4608,1681,15
2051,5039,4992,1,4736,1776,47
2052,5039,5120,1,4864,1872,-81
2053,5196,4992,0,4992,1969,204
2054,5196,5120,1,4864,2059,76
2055,5350,5248,1,4992,2150,102
2056,5350,5376,1,5120,2242,-26
2057,5501,5248,0,5248,2335,253
2058,5501,5376,1,5120,2422,125
2059,5648,5504,1,5248,2510,144
2060,5648,5632,1,5376,2599,16
2061,5792,5760,1,5504,2689,32
2062,5792,5888,1,5632,2780,-96
2063,5932,5760,0,5760,2873,172
2064,5932,5888,1,5632,2959,44
2065,6069,6016,1,5760,3046,53
2066,6069,6144,1,5888,3134,-75
2067,6202,6016,0,6016,3224,186
2068,6202,6144,1,5888,3307,58
2069,6332,6272,1,6016,3391,60
2070,6332,6400,1,6144,3477,-68
2071,6457,6272,0,6272,3564,185
2072,6457,6400,1,6144,3644,57
2073,6579,6528,1,6272,3726,51
2074,6579,6656,1,6400,3809,-77
2075,6697,6528,0,6528,3893,169
2076,6697,6656,1,6400,3971,41
2077,6811,6784,1,6528,4050,27
2078,6811,6912,1,6656,4131,-101
2079,6920,6784,0,6784,4213,136
2080,6920,6912,1,6656,4289,8
2081,7026,7040,1,6784,4366,-14
2082,7127,6912,0,6912,4445,215
2083,7127,7040,1,6784,4518,87
2084,7224,7168,1,6912,4592,56
2085,7224,7296,1,7040,4668,-72
2086,7316,7168,0,7168,4746,148
2087,7316,7296,1,7040,4817,20
2088,7405,7424,1,7168,4890,-19
2089,7405,7296,0,7296,4965,109
2090,7488,7424,1,7168,5033,64
2091,7488,7552,1,7296,5103,-64
2092,7567,7424,0,7424,5175,143
2093,7567,7552,1,7296,5241,15
2094,7642,7680,1,7424,5309,-38
2095,7642,7552,0,7552,5379,90
2096,7712,7680,1,7424,5442,32
2097,7712,7808,1,7552,5507,-96
2098,7778,7680,0,7680,5574,98
2099,7778,7808,1,7552,5635,-30
2100,7838,7680,0,7680,5698,158
2101,7838,7808,1,7552,5755,30
2102,7894,7936,1,7680,5815,-42
2103,7894,7808,0,7808,5877,86
2104,7946,7936,1,7680,5933,10
2105,7946,8064,1,7808,5991,-118
2106,7992,7936,0,7936,6051,56
2107,7992,8064,1,7808,6105,-72
2108,8034,7936,0,7936,6162,98
2109,8034,8064,1,7808,6213,-30
2110,8070,7936,0,7936,6266,134
2111,8070,8064,1,7808,6314,6
2112,8102,8192,1,7936,6364,-90
2113,8102,8064,0,8064,6417,38
2114,8129,8192,1,7936,6464,-63
2115,8129,8064,0,8064,6514,65
2116,8152,8192,1,7936,6558,-40
2117,8152,8064,0,8064,6605,88
2118,8169,8192,1,7936,6646,-23
2119,8169,8064,0,8064,6690,105
2120,8181,8192,1,7936,6728,-11
2121,8181,8064,0,8064,6769,117
2122,8189,8192,1,7936,6805,-3
2123,8191,8064,0,8064,6844,127
2124,8191,8192,1,7936,6878,-1
2125,8189,8064,0,8064,6915,125
2126,8189,8192,1,7936,6946,-3
2127,8181,8064,0,8064,6980,117
2128,8181,8192,1,7936,7009,-11
2129,8169,8064,0,8064,7041,105
2130,8169,8192,1,7936,7068,-23
2131,8152,8064,0,8064,7099,88
2132,8152,8192,1,7936,7125,-40
2133,8129,8064,0,8064,7154,65
2134,8129,8192,1,7936,7178,-63
2135,8102,8064,0,8064,7205,38
2136,8102,8192,1,7936,7227,-90
2137,8070,8064,0,8064,7253,6
2138,8070,8192,1,7936,7274,-122
2139,8034,8064,0,8064,7298,-30
2140,8034,7936,0,7936,7317,98
2141,7992,8064,1,7808,7332,-72
2142,7992,7936,0,7936,7350,56
2143,7946,8064,1,7808,7364,-118
2144,7946,7936,0,7936,7381,10
2145,7894,8064,1,7808,7394,-170
2146,7894,7936,0,7936,7410,-42
2147,7838,7808,0,7808,7422,30
2148,7838,7936,1,7680,7430,-98
2149,7778,7808,0,7808,7441,-30
2150,7778,7680,0,7680,7448,98
2151,7712,7808,1,7552,7451,-96
2152,7712,7680,0,7680,7458,32
2153,7642,7808,1,7552,7460,-166
2154,7642,7680,0,7680,7466,-38
2155,7567,7552,0,7552,7468,15
2156,7567,7680,1,7424,7466,-113
2157,7488,7552,0,7552,7468,-64
2158,7488,7424,0,7424,7466,64
2159,7405,7552,1,7296,7460,-147
2160,7405,7424,0,7424,7458,-19
2161,7316,7296,0,7296,7452,20
2162,7316,7424,1,7168,7443,-108
2163,7224,7296,0,7296,7438,-72
2164,7224,7168,0,7168,7429,56
2165,7127,7296,1,7040,7416,-169
2166,7026,7168,0,7168,7408,-142
2167,7026,7040,0,7040,7396,-14
2168,6920,6912,0,6912,7380,8
2169,6920,7040,1,6784,7361,-120
2170,6811,6912,0,6912,7346,-101
2171,6811,6784,0,6784,7328,27
2172,6697,6912,1,6656,7307,-215
2173,6697,6784,0,6784,7290,-87
2174,6579,6656,0,6656,7270,-77
2175,6579,6528,0,6528,7246,51
2176,6457,6656,1,6400,7219,-199
2177,6457,6528,0,6528,7197,-71
2178,6332,6400,0,6400,7172,-68
2179,6332,6272,0,6272,7143,60
2180,6202,6400,1,6144,7111,-198
2181,6202,6272,0,6272,7084,-70
2182,6069,6144,0,6144,7054,-75
2183,6069,6016,0,6016,7021,53
2184,5932,6144,1,5888,6985,-212
2185,5932,6016,0,6016,6954,-84
2186,5792,5888,0,5888,6920,-96
2187,5792,5760,0,5760,6883,32
2188,5648,5888,1,5632,6843,-240
2189,5648,5760,0,5760,6809,-112
2190,5501,5632,0,5632,6772,-131
2191,5501,5504,0,5504,6732,-3
2192,5350,5376,0,5376,6689,-26
2193,5350,5248,0,5248,6643,102
2194,5196,5376,1,5120,6595,-180
2195,5196,5248,0,5248,6552,-52
2196,5039,5120,0,5120,6507,-81
2197,5039,4992,0,4992,6459,47
2198,4879,5120,1,4864,6409,-241
2199,4879,4992,0,4992,6364,-113
2200,4716,4864,0,4864,6317,-148
2201,4716,4736,0,4736,6267,-20
2202,4551,4608,0,4608,6215,-57
2203,4551,4480,0,4480,6160,71
2204,4382,4608,1,4352,6103,-226
2205,4382,4480,0,4480,6052,-98
2206,4211,4352,0,4352,5998,-141
2207,4037,4224,0,4224,5942,-187
2208,4037,4096,0,4096,5884,-59
2209,3861,3968,0,3968,5824,-107
2210,3861,3840,0,3840,5762,21
2211,3683,3968,1,3712,5697,-285
2212,3683,3840,0,3840,5638,-157
2213,3502,3712,0,3712,5577,-210
2214,3502,3584,0,3584,5514,-82
2215,3319,3456,0,3456,5449,-137
2216,3319,3328,0,3328,5382,-9
2217,3135,3200,0,3200,5313,-65
2218,3135,3072,0,3072,5242,63
2219,2948,3200,1,2944,5170,-252
2220,2948,3072,0,3072,5104,-124
2221,2759,2944,0,2944,5036,-185
2222,2759,2816,0,2816,4966,-57
2223,2569,2688,0,2688,4894,-119
2224,2569,2560,0,2560,4821,9
2225,2378,2688,1,2432,4746,-310
2226,2378,2560,0,2560,4677,-182
2227,2185,2432,0,2432,4606,-247
2228,2185,2304,0,2304,4534,-119
2229,1990,2176,0,2176,4460,-186
2230,1990,2048,0,2048,4384,-58
2231,1795,1920,0,1920,4307,-125
2232,1795,1792,0,1792,4228,3
2233,1598,1920,1,1664,4147,-322
2234,1598,1792,0,1792,4073,-194
2235,1400,1664,0,1664,3997,-264
2236,1400,1536,0,1536,3920,-136
2237,1202,1408,0,1408,3841,-206
2238,1202,1280,0,1280,3760,-78
2239,1003,1152,0,1152,3678,-149
2240,1003,1024,0,1024,3595,-21
2241,803,896,0,896,3510,-93
2242,803,768,0,768,3424,35
2243,603,896,1,640,3337,-293
2244,603,768,0,768,3256,-165
2245,402,640,0,640,3174,-238
2246,402,512,0,512,3090,-110
2247,201,384,0,384,3005,-183
2248,0,256,0,256,2919,-256
2249,0,128,0,128,2831,-128
2250,-201,0,0,0,2742,-201
2251,-201,-128,0,-128,2652,-73
2252,-402,-256,0,-256,2561,-146
2253,-402,-384,0,-384,2468,-18
2254,-603,-512,0,-512,2374,-91
2255,-603,-640,0,-640,2279,37
2256,-803,-512,1,-768,2183,-291
2257,-803,-640,0,-640,2094,-163
2258,-1003,-768,0,-768,2004,-235
2259,-1003,-896,0,-896,1913,-107
2260,-1202,-1024,0,-1024,1821,-178
2261,-1202,-1152,0,-1152,1728,-50
2262,-1400,-1280,0,-1280,1634,-120
2263,-1400,-1408,0,-1408,1538,8
2264,-1598,-1280,1,-1536,1441,-318
2265,-1598,-1408,0,-1408,1351,-190
2266,-1795,-1536,0,-1536,1260,-259
2267,-1795,-1664,0,-1664,1168,-131
2268,-1990,-1792,0,-1792,1075,-198
2269,-1990,-1920,0,-1920,981,-70
2270,-2185,-2048,0,-2048,886,-137
2271,-2185,-2176,0,-2176,790,-9
2272,-2378,-2304,0,-2304,693,-74
2273,-2378,-2432,0,-2432,595,54
2274,-2569,-2304,1,-2560,496,-265
2275,-2569,-2432,0,-2432,404,-137
2276,-2759,-2560,0,-2560,311,-199
2277,-2759,-2688,0,-2688,217,-71
2278,-2948,-2816,0,-2816,122,-132
2279,-2948,-2944,0,-2944,26,-4
2280,-3135,-3072,0,-3072,-71,-63
2281,-3135,-3200,0,-3200,-169,65
2282,-3319,-3072,1,-3328,-268,-247
2283,-3319,-3200,0,-3200,-360,-119
2284,-3502,-3328,0,-3328,-453,-174
2285,-3502,-3456,0,-3456,-547,-46
2286,-3683,-3584,0,-3584,-642,-99
2287,-3683,-3712,0,-3712,-738,29
2288,-3861,-3584,1,-3840,-835,-277
2289,-3861,-3712,0,-3712,-925,-149
2290,-4037,-3840,0,-3840,-1017,-197
2291,-4211,-3968,0,-3968,-1110,-243
2292,-4211,-4096,0,-4096,-1204,-115
2293,-4382,-4224,0,-4224,-1299,-158
2294,-4382,-4352,0,-4352,-1395,-30
2295,-4551,-4480,0,-4480,-1492,-71
2296,-4551,-4608,0,-4608,-1590,57
2297,-4716,-4480,1,-4736,-1689,-236
2298,-4716,-4608,0,-4608,-1781,-108
2299,-4879,-4736,0,-4736,-1874,-143
2300,-4879,-4864,0,-4864,-1968,-15
2301,-5039,-4992,0,-4992,-2063,-47
2302,-5039,-5120,0,-5120,-2159,81
2303,-5196,-4992,1,-5248,-2256,-204
2304,-5196,-5120,0,-5120,-2346,-76
2305,-5350,-5248,0,-5248,-2437,-102
2306,-5350,-5376,0,-5376,-2529,26
2307,-5501,-5248,1,-5504,-2622,-253
2308,-5501,-5376,0,-5376,-2709,-125
2309,-5648,-5504,0,-5504,-2797,-144
2310,-5648,-5632,0,-5632,-2886,-16
2311,-5792,-5760,0,-5760,-2976,-32
2312,-5792,-5888,0,-5888,-3067,96
2313,-5932,-5760,1,-6016,-3160,-172
2314,-5932,-5888,0,-5888,-3246,-44
2315,-6069,-6016,0,-6016,-3333,-53
2316,-6069,-6144,0,-6144,-3421,75
2317,-6202,-6016,1,-6272,-3511,-186
2318,-6202,-6144,0,-6144,-3594,-58
2319,-6332,-6272,0,-6272,-3678,-60
2320,-6332,-6400,0,-6400,-3764,68
2321,-6457,-6272,1,-6528,-3851,-185
2322,-6457,-6400,0,-6400,-3931,-57
2323,-6579,-6528,0,-6528,-4013,-51
2324,-6579,-6656,0,-6656,-4096,77
2325,-6697,-6528,1,-6784,-4180,-169
2326,-6697,-6656,0,-6656,-4258,-41
2327,-6811,-6784,0,-6784,-4337,-27
2328,-6811,-6912,0,-6912,-4418,101
2329,-6920,-6784,1,-7040,-4500,-136
2330,-6920,-6912,0,-6912,-4576,-8
2331,-7026,-7040,0,-7040,-4653,14
2332,-7127,-6912,1,-7168,-4732,-215
2333,-7127,-7040,0,-7040,-4805,-87
2334,-7224,-7168,0,-7168,-4879,-56
2335,-7224,-7296,0,-7296,-4955,72
2336,-7316,-7168,1,-7424,-5033,-148
2337,-7316,-7296,0,-7296,-5104,-20
2338,-7405,-7424,0,-7424,-5177,19
2339,-7405,-7296,1,-7552,-5252,-109
2340,-7488,-7424,0,-7424,-5320,-64
2341,-7488,-7552,0,-7552,-5390,64
2342,-7567,-7424,1,-7680,-5462,-143
2343,-7567,-7552,0,-7552,-5528,-15
2344,-7642,-7680,0,-7680,-5596,38
2345,-7642,-7552,1,-7808,-5666,-90
2346,-7712,-7680,0,-7680,-5729,-32
2347,-7712,-7808,0,-7808,-5794,96
2348,-7778,-7680,1,-7936,-5861,-98
2349,-7778,-7808,0,-7808,-5922,30
2350,-7838,-7680,1,-7936,-5985,-158
2351,-7838,-7808,0,-7808,-6042,-30
2352,-7894,-7936,0,-7936,-6102,42
2353,-7894,-7808,1,-8064,-6164,-86
2354,-7946,-7936,0,-7936,-6220,-10
2355,-7946,-8064,0,-8064,-6278,118
2356,-7992,-7936,1,-8192,-6338,-56
2357,-7992,-8064,0,-8064,-6392,72
2358,-8034,-7936,1,-8192,-6449,-98
2359,-8034,-8064,0,-8064,-6500,30
2360,-8070,-7936,1,-8192,-6553,-134
2361,-8070,-8064,0,-8064,-6601,-6
2362,-8102,-8192,0,-8192,-6651,90
2363,-8102,-8064,1,-8320,-6704,-38
2364,-8129,-8192,0,-8192,-6751,63
2365,-8129,-8064,1,-8320,-6801,-65
2366,-8152,-8192,0,-8192,-6845,40
2367,-8152,-8064,1,-8320,-6892,-88
2368,-8169,-8192,0,-8192,-6933,23
2369,-8169,-8064,1,-8320,-6977,-105
2370,-8181,-8192,0,-8192,-7015,11
2371,-8181,-8064,1,-8320,-7056,-117
2372,-8189,-8192,0,-8192,-7092,3
2373,-8191,-8064,1,-8320,-7131,-127
2374,-8191,-8192,0,-8192,-7165,1
2375,-8189,-8064,1,-8320,-7202,-125
2376,-8189,-8192,0,-8192,-7233,3
2377,-8181,-8064,1,-8320,-7267,-117
2378,-8181,-8192,0,-8192,-7296,11
2379,-8169,-8064,1,-8320,-7328,-105
2380,-8169,-8192,0,-8192,-7355,23
2381,-8152,-8064,1,-8320,-7386,-88
2382,-8152,-8192,0,-8192,-7412,40
2383,-8129,-8064,1,-8320,-7441,-65
2384,-8129,-8192,0,-8192,-7465,63
2385,-8102,-8064,1,-8320,-7492,-38
2386,-8102,-8192,0,-8192,-7514,90
2387,-8070,-8064,1,-8320,-7540,-6
2388,-8070,-8192,0,-8192,-7561,122
2389,-8034,-8064,1,-8320,-7585,30
2390,-8034,-7936,1,-8192,-7604,-98
2391,-7992,-8064,0,-8064,-7619,72
2392,-7992,-7936,1,-8192,-7637,-56
2393,-7946,-8064,0,-8064,-7651,118
2394,-7946,-7936,1,-8192,-7668,-10
2395,-7894,-8064,0,-8064,-7681,170
2396,-7894,-7936,1,-8192,-7697,42
2397,-7838,-7808,1,-8064,-7709,-30
2398,-7838,-7936,0,-7936,-7717,98
2399,-7778,-7808,1,-8064,-7728,30
2400,-7778,-7680,1,-7936,-7735,-98
2401,-7712,-7808,0,-7808,-7738,96
2402,-7712,-7680,1,-7936,-7745,-32
2403,-7642,-7808,0,-7808,-7747,166
2404,-7642,-7680,1,-7936,-7753,38
2405,-7567,-7552,1,-7808,-7755,-15
2406,-7567,-7680,0,-7680,-7753,113
2407,-7488,-7552,1,-7808,-7755,64
2408,-7488,-7424,1,-7680,-7753,-64
2409,-7405,-7552,0,-7552,-7747,147
2410,-7405,-7424,1,-7680,-7745,19
2411,-7316,-7296,1,-7552,-7739,-20
2412,-7316,-7424,0,-7424,-7730,108
2413,-7224,-7296,1,-7552,-7725,72
2414,-7224,-7168,1,-7424,-7716,-56
2415,-7127,-7296,0,-7296,-7703,169
2416,-7026,-7168,1,-7424,-7695,142
2417,-7026,-7040,1,-7296,-7683,14
2418,-6920,-6912,1,-7168,-7667,-8
2419,-6920,-7040,0,-7040,-7648,120
2420,-6811,-6912,1,-7168,-7633,101
2421,-6811,-6784,1,-7040,-7615,-27
2422,-6697,-6912,0,-6912,-7594,215
2423,-6697,-6784,1,-7040,-7577,87
2424,-6579,-6656,1,-6912,-7557,77
2425,-6579,-6528,1,-6784,-7533,-51
2426,-6457,-6656,0,-6656,-7506,199
2427,-6457,-6528,1,-6784,-7484,71
2428,-6332,-6400,1,-6656,-7459,68
2429,-6332,-6272,1,-6528,-7430,-60
2430,-6202,-6400,0,-6400,-7398,198
2431,-6202,-6272,1,-6528,-7371,70
2432,-6069,-6144,1,-6400,-7341,75
2433,-6069,-6016,1,-6272,-7308,-53
2434,-5932,-6144,0,-6144,-7272,212
2435,-5932,-6016,1,-6272,-7241,84
2436,-5792,-5888,1,-6144,-7207,96
2437,-5792,-5760,1,-6016,-7170,-32
2438,-5648,-5888,0,-5888,-7130,240
2439,-5648,-5760,1,-6016,-7096,112
2440,-5501,-5632,1,-5888,-7059,131
2441,-5501,-5504,1,-5760,-7019,3
2442,-5350,-5376,1,-5632,-6976,26
2443,-5350,-5248,1,-5504,-6930,-102
2444,-5196,-5376,0,-5376,-6882,180
2445,-5196,-5248,1,-5504,-6839,52
2446,-5039,-5120,1,-5376,-6794,81
2447,-5039,-4992,1,-5248,-6746,-47
2448,-4879,-5120,0,-5120,-6696,241
2449,-4879,-4992,1,-5248,-6651,113
2450,-4716,-4864,1,-5120,-6604,148
2451,-4716,-4736,1,-4992,-6554,20
2452,-4551,-4608,1,-4864,-6502,57
2453,-4551,-4480,1,-4736,-6447,-71
2454,-4382,-4608,0,-4608,-6390,226
2455,-4382,-4480,1,-4736,-6339,98
2456,-4211,-4352,1,-4608,-6285,141
2457,-4037,-4224,1,-4480,-6229,187
2458,-4037,-4096,1,-4352,-6171,59
2459,-3861,-3968,1,-4224,-6111,107
2460,-3861,-3840,1,-4096,-6049,-21
2461,-3683,-3968,0,-3968,-5984,285
2462,-3683,-3840,1,-4096,-5925,157
2463,-3502,-3712,1,-3968,-5864,210
2464,-3502,-3584,1,-3840,-5801,82
2465,-3319,-3456,1,-3712,-5736,137
2466,-3319,-3328,1,-3584,-5669,9
2467,-3135,-3200,1,-3456,-5600,65
2468,-3135,-3072,1,-3328,-5529,-63
2469,-2948,-3200,0,-3200,-5457,252
2470,-2948,-3072,1,-3328,-5391,124
2471,-2759,-2944,1,-3200,-5323,185
2472,-2759,-2816,1,-3072,-5253,57
2473,-2569,-2688,1,-2944,-5181,119
2474,-2569,-2560,1,-2816,-5108,-9
2475,-2378,-2688,0,-2688,-5033,310
2476,-2378,-2560,1,-2816,-4964,182
2477,-2185,-2432,1,-2688,-4893,247
2478,-2185,-2304,1,-2560,-4821,119
2479,-1990,-2176,1,-2432,-4747,186
2480,-1990,-2048,1,-2304,-4671,58
2481,-1795,-1920,1,-2176,-4594,125
2482,-1795,-1792,1,-2048,-4515,-3
2483,-1598,-1920,0,-1920,-4434,322
2484,-1598,-1792,1,-2048,-4360,194
2485,-1400,-1664,1,-1920,-4284,264
2486,-1400,-1536,1,-1792,-4207,136
2487,-1202,-1408,1,-1664,-4128,206
2488,-1202,-1280,1,-1536,-4047,78
2489,-1003,-1152,1,-1408,-3965,149
2490,-1003,-1024,1,-1280,-3882,21
2491,-803,-896,1,-1152,-3797,93
2492,-803,-768,1,-1024,-3711,-35
2493,-603,-896,0,-896,-3624,293
2494,-603,-768,1,-1024,-3543,165
2495,-402,-640,1,-896,-3461,238
2496,-402,-512,1,-768,-3377,110
2497,-201,-384,1,-640,-3292,183
2498,0,-256,1,-512,-3206,256
2499,0,-128,1,-384,-3118,128
2500,201,0,1,-256,-3029,201
2501,201,128,1,-128,-2939,73
2502,402,256,1,0,-2848,146
2503,402,384,1,128,-2755,18
2504,603,512,1,256,-2661,91
2505,603,640,1,384,-2566,-37
2506,803,512,0,512,-2470,291
2507,803,640,1,384,-2381,163
2508,1003,768,1,512,-2291,235
2509,1003,896,1,640,-2200,107
2510,1202,1024,1,768,-2108,178
2511,1202,1152,1,896,-2015,50
2512,1400,1280,1,1024,-1921,120
2513,1400,1408,1,1152,-1825,-8
2514,1598,1280,0,1280,-1728,318
2515,1598,1408,1,1152,-1638,190
2516,1795,1536,1,1280,-1547,259
2517,1795,1664,1,1408,-1455,131
2518,1990,1792,1,1536,-1362,198
2519,1990,1920,1,1664,-1268,70
2520,2185,2048,1,1792,-1173,137
2521,2185,2176,1,1920,-1077,9
2522,2378,2304,1,2048,-980,74
2523,2378,2432,1,2176,-882,-54
2524,2569,2304,0,2304,-783,265
2525,2569,2432,1,2176,-691,137
2526,2759,2560,1,2304,-598,199
2527,2759,2688,1,2432,-504,71
2528,2948,2816,1,2560,-409,132
2529,2948,2944,1,2688,-313,4
2530,3135,3072,1,2816,-216,63
2531,3135,3200,1,2944,-118,-65
2532,3319,3072,0,3072,-19,247
2533,3319,3200,1,2944,73,119
2534,3502,3328,1,3072,166,174
2535,3502,3456,1,3200,260,46
2536,3683,3584,1,3328,355,99
2537,3683,3712,1,3456,451,-29
2538,3861,3584,0,3584,548,277
2539,3861,3712,1,3456,638,149
2540,4037,3840,1,3584,730,197
2541,4211,3968,1,3712,823,243
2542,4211,4096,1,3840,917,115
2543,4382,4224,1,3968,1012,158
2544,4382,4352,1,4096,1108,30
2545,4551,4480,1,4224,1205,71
2546,4551,4608,1,4352,1303,-57
2547,4716,4480,0,4480,1402,236
2548,4716,4608,1,4352,1494,108
2549,4879,4736,1,4480,1587,143
2550,4879,4864,1,4608,1681,15
2551,5039,4992,1,4736,1776,47
2552,5039,5120,1,4864,1872,-81
2553,5196,4992,0,4992,1969,204
2554,5196,5120,1,4864,2059,76
2555,5350,5248,1,4992,2150,102
2556,5350,5376,1,5120,2242,-26
2557,5501,5248,0,5248,2335,253
2558,5501,5376,1,5120,2422,125
2559,5648,5504,1,5248,2510,144
2560,5648,5632,1,5376,2599,16
2561,5792,5760,1,5504,2689,32
2562,5792,5888,1,5632,2780,-96
2563,5932,5760,0,5760,2873,172
2564,5932,5888,1,5632,2959,44
2565,6069,6016,1,5760,3046,53
2566,6069,6144,1,5888,3134,-75
2567,6202,6016,0,6016,3224,186
2568,6202,6144,1,5888,3307,58
2569,6332,6272,1,6016,3391,60
2570,6332,6400,1,6144,3477,-68
2571,6457,6272,0,6272,3564,185
2572,6457,6400,1,6144,3644,57
2573,6579,6528,1,6272,3726,51
2574,6579,6656,1,6400,3809,-77
2575,6697,6528,0,6528,3893,169
2576,6697,6656,1,6400,3971,41
2577,6811,6784,1,6528,4050,27
2578,6811,6912,1,6656,4131,-101
2579,6920,6784,0,6784,4213,136
2580,6920,6912,1,6656,4289,8
2581,7026,7040,1,6784,4366,-14
2582,7127,6912,0,6912,4445,215
2583,7127,7040,1,6784,4518,87
2584,7224,7168,1,6912,4592,56
2585,7224,7296,1,7040,4668,-72
2586,7316,7168,0,7168,4746,148
2587,7316,7296,1,7040,4817,20
2588,7405,7424,1,7168,4890,-19
2589,7405,7296,0,7296,4965,109
2590,7488,7424,1,7168,5033,64
2591,7488,7552,1,7296,5103,-64
2592,7567,7424,0,7424,5175,143
2593,7567,7552,1,7296,5241,15
2594,7642,7680,1,7424,5309,-38
2595,7642,7552,0,7552,5379,90
2596,7712,7680,1,7424,5442,32
2597,7712,7808,1,7552,5507,-96
2598,7778,7680,0,7680,5574,98
2599,7778,7808,1,7552,5635,-30
2600,7838,7680,0,7680,5698,158
2601,7838,7808,1,7552,5755,30
2602,7894,7936,1,7680,5815,-42
2603,7894,7808,0,7808,5877,86
2604,7946,7936,1,7680,5933,10
2605,7946,8064,1,7808,5991,-118
2606,7992,7936,0,7936,6051,56
2607,7992,8064,1,7808,6105,-72
2608,8034,7936,0,7936,6162,98
2609,8034,8064,1,7808,6213,-30
2610,8070,7936,0,7936,6266,134
2611,8070,8064,1,7808,6314,6
2612,8102,8192,1,7936,6364,-90
2613,8102,8064,0,8064,6417,38
2614,8129,8192,1,7936,6464,-63
2615,8129,8064,0,8064,6514,65
2616,8152,8192,1,7936,6558,-40
2617,8152,8064,0,8064,6605,88
2618,8169,8192,1,7936,6646,-23
2619,8169,8064,0,8064,6690,105
2620,8181,8192,1,7936,6728,-11
2621,8181,8064,0,8064,6769,117
2622,8189,8192,1,7936,6805,-3
2623,8191,8064,0,8064,6844,127
2624,8191,8192,1,7936,6878,-1
2625,8189,8064,0,8064,6915,125
2626,8189,8192,1,7936,6946,-3
2627,8181,8064,0,8064,6980,117
2628,8181,8192,1,7936,7009,-11
2629,8169,8064,0,8064,7041,105
2630,8169,8192,1,7936,7068,-23
2631,8152,8064,0,8064,7099,88
2632,8152,8192,1,7936,7125,-40
2633,8129,8064,0,8064,7154,65
2634,8129,8192,1,7936,7178,-63
2635,8102,8064,0,8064,7205,38
2636,8102,8192,1,7936,7227,-90
2637,8070,8064,0,8064,7253,6
2638,8070,8192,1,7936,7274,-122
2639,8034,8064,0,8064,7298,-30
2640,8034,7936,0,7936,7317,98
2641,7992,8064,1,7808,7332,-72
2642,7992,7936,0,7936,7350,56
2643,7946,8064,1,7808,7364,-118
2644,7946,7936,0,7936,7381,10
2645,7894,8064,1,7808,7394,-170
2646,7894,7936,0,7936,7410,-42
2647,7838,7808,0,7808,7422,30
2648,7838,7936,1,7680,7430,-98
2649,7778,7808,0,7808,7441,-30
2650,7778,7680,0,7680,7448,98
2651,7712,7808,1,7552,7451,-96
2652,7712,7680,0,7680,7458,32
2653,7642,7808,1,7552,7460,-166
2654,7642,7680,0,7680,7466,-38
2655,7567,7552,0,7552,7468,15
2656,7567,7680,1,7424,7466,-113
2657,7488,7552,0,7552,7468,-64
2658,7488,7424,0,7424,7466,64
2659,7405,7552,1,7296,7460,-147
2660,7405,7424,0,7424,7458,-19
2661,7316,7296,0,7296,7452,20
2662,7316,7424,1,7168,7443,-108
2663,7224,7296,0,7296,7438,-72
2664,7224,7168,0,7168,7429,56
2665,7127,7296,1,7040,7416,-169
2666,7026,7168,0,7168,7408,-142
2667,7026,7040,0,7040,7396,-14
2668,6920,6912,0,6912,7380,8
2669,6920,7040,1,6784,7361,-120
2670,6811,6912,0,6912,7346,-101
2671,6811,6784,0,6784,7328,27
2672,6697,6912,1,6656,7307,-215
2673,6697,6784,0,6784,7290,-87
2674,6579,6656,0,6656,7270,-77
2675,6579,6528,0,6528,7246,51
2676,6457,6656,1,6400,7219,-199
2677,6457,6528,0,6528,7197,-71
2678,6332,6400,0,6400,7172,-68
2679,6332,6272,0,6272,7143,60
2680,6202,6400,1,6144,7111,-198
2681,6202,6272,0,6272,7084,-70
2682,6069,6144,0,6144,7054,-75
2683,6069,6016,0,6016,7021,53
2684,5932,6144,1,5888,6985,-212
2685,5932,6016,0,6016,6954,-84
2686,5792,5888,0,5888,6920,-96
2687,5792,5760,0,5760,6883,32
2688,5648,5888,1,5632,6843,-240
2689,5648,5760,0,5760,6809,-112
2690,5501,5632,0,5632,6772,-131
2691,5501,5504,0,5504,6732,-3
